complaint_id,date_received,product,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,category
100159,2025-08-01,Debt collection,Debt collector contacted my employer and family members about my personal debt. I have tried to resolve this issue multiple times.,Navy Federal,OH,Email,Closed with non-monetary relief,No,N/A,1
100160,2025-05-27,Debt collection,Debt collector sued me without proper documentation or proof of the alleged debt. The company has not responded to my previous complaints.,Citibank,GA,Phone,Closed,Yes,No,1
100161,2025-10-11,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. I have documentation to support my claim.,Synchrony Financial,PA,Email,Closed with non-monetary relief,Yes,N/A,1
100162,2024-11-01,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I need immediate assistance with this matter.,Navy Federal,PA,Postal mail,Closed with monetary relief,Yes,N/A,0
100163,2024-12-15,Mortgage,My home appraisal came in lower than expected affecting my refinancing options.,Citibank,OH,Postal mail,Closed with explanation,Yes,N/A,3
100164,2024-03-14,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated. I need immediate assistance with this matter.,Discover,MI,Phone,Closed with monetary relief,Yes,No,0
100165,2023-12-16,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected.,American Express,PA,Web,In progress,Yes,Yes,0
100166,2024-05-30,Mortgage,My mortgage servicer lost my payment and now claims I am in default. The company has not responded to my previous complaints.,Capital One,NY,Email,Closed with monetary relief,No,N/A,3
100167,2025-04-09,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. I have documentation to support my claim.,Navy Federal,PA,Referral,Closed with explanation,Yes,N/A,1
100168,2024-07-26,Consumer Loan,I applied for a personal loan but was denied without proper explanation of the reasons. This situation is causing me significant financial stress.,Wells Fargo,MI,Phone,Closed with non-monetary relief,Yes,N/A,2
100169,2024-11-20,Consumer Loan,My auto loan has excessive interest rates that were not properly disclosed at signing. This situation is causing me significant financial stress.,American Express,FL,Referral,Closed with non-monetary relief,Yes,N/A,2
100170,2024-05-25,Debt collection,I requested validation of debt but the collector continued collection activities. The company has not responded to my previous complaints.,Capital One,FL,Phone,Closed,Yes,N/A,1
100171,2024-11-08,Mortgage,I requested information about my escrow account but received no response. I have documentation to support my claim.,Bank of America,GA,Web,Closed with non-monetary relief,Yes,Yes,3
100172,2023-11-28,"Credit reporting, repair, or other",I requested a credit report but found multiple inaccuracies that need to be investigated.,American Express,NC,Phone,Closed with explanation,Yes,N/A,0
100173,2025-01-23,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. This has been ongoing for several months.,USAA,TX,Postal mail,Closed with monetary relief,Yes,No,0
100174,2024-09-25,Mortgage,I requested information about my escrow account but received no response. The company has not responded to my previous complaints.,Discover,TX,Referral,Closed,Yes,N/A,3
100175,2024-03-25,Debt collection,Debt collector is calling me multiple times a day despite my request to stop contact. The company has not responded to my previous complaints.,Discover,MI,Referral,Closed with explanation,Yes,No,1
100176,2024-12-15,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I have documentation to support my claim.,American Express,TX,Referral,Closed with explanation,Yes,N/A,0
100177,2024-06-03,Mortgage,My mortgage servicer lost my payment and now claims I am in default. This situation is causing me significant financial stress.,Bank of America,TX,Referral,In progress,No,N/A,3
100178,2024-07-13,Consumer Loan,Lender added hidden fees to my consumer loan that were not in the original agreement. I need immediate assistance with this matter.,Discover,NC,Postal mail,In progress,Yes,N/A,2
100179,2023-12-20,"Credit reporting, repair, or other",My credit score dropped significantly after incorrect information was reported by a creditor. I need immediate assistance with this matter.,Bank of America,GA,Email,Closed,Yes,Yes,0
100180,2023-11-14,Mortgage,I requested information about my escrow account but received no response. This has been ongoing for several months.,Discover,NY,Postal mail,Closed,Yes,No,3
100181,2024-10-14,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly.,Bank of America,IL,Email,Closed with monetary relief,Yes,No,2
100182,2025-01-11,"Credit reporting, repair, or other",I found errors on my credit report that are affecting my score. I disputed them but they haven't been corrected. I need immediate assistance with this matter.,Citibank,TX,Postal mail,Closed with explanation,Yes,N/A,0
100183,2024-01-05,Consumer Loan,I am having difficulty getting my loan servicer to process my payment correctly. I have documentation to support my claim.,Navy Federal,CA,Web,Closed with monetary relief,Yes,N/A,2
100184,2024-03-21,Debt collection,I am being harassed by debt collectors calling outside of permitted hours. I have tried to resolve this issue multiple times.,Citibank,TX,Email,Closed with non-monetary relief,Yes,N/A,1
100185,2025-02-24,Debt collection,I am being harassed by debt collectors calling outside of permitted hours.,Discover,FL,Email,Closed with explanation,Yes,Yes,1
100186,2025-05-25,Consumer Loan,The loan terms changed after I signed the agreement without my consent.,Chase,NC,Phone,Closed with non-monetary relief,Yes,N/A,2
100187,2025-09-24,"Credit reporting, repair, or other",There are unauthorized accounts on my credit file. I never opened these accounts and need them removed. I have documentation to support my claim.,Chase,CA,Phone,Closed with non-monetary relief,Yes,Yes,0
100188,2025-04-25,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. This has been ongoing for several months.,Capital One,CA,Referral,Closed,Yes,No,0
100189,2025-08-16,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. I have documentation to support my claim.,Synchrony Financial,GA,Phone,In progress,Yes,No,1
100190,2024-05-23,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. I need immediate assistance with this matter.,Citibank,MI,Web,In progress,Yes,No,1
100191,2024-01-01,Debt collection,Collection agency is attempting to collect on a debt that is past the statute of limitations. I need immediate assistance with this matter.,Wells Fargo,CA,Postal mail,Closed,Yes,N/A,1
100192,2025-07-02,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. I have documentation to support my claim.,Synchrony Financial,GA,Web,Closed with explanation,Yes,No,0
100193,2025-05-22,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. The company has not responded to my previous complaints.,Bank of America,FL,Phone,In progress,Yes,N/A,0
100194,2024-02-17,Debt collection,I requested validation of debt but the collector continued collection activities. I need immediate assistance with this matter.,USAA,PA,Postal mail,In progress,Yes,N/A,1
100195,2023-11-02,"Credit reporting, repair, or other",I paid off my debt but it still shows as outstanding on my credit report. This has been ongoing for several months.,Bank of America,NC,Referral,Closed,Yes,Yes,0
100196,2024-08-23,"Credit reporting, repair, or other",Credit reporting agency failed to update my account status after I resolved the issue. I have tried to resolve this issue multiple times.,Discover,GA,Postal mail,Closed,Yes,Yes,0
100197,2024-08-09,Debt collection,I received threatening calls from a collection agency about a debt I don't recognize. This situation is causing me significant financial stress.,Discover,PA,Phone,Closed with non-monetary relief,Yes,No,1
100198,2025-07-19,Mortgage,My home appraisal came in lower than expected affecting my refinancing options. This has been ongoing for several months.,Bank of America,TX,Postal mail,Closed with explanation,Yes,N/A,3
100199,2025-06-09,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report.,USAA,CA,Email,In progress,Yes,Yes,0
100200,2025-06-17,"Credit reporting, repair, or other",Identity theft has resulted in fraudulent accounts appearing on my credit report. I have documentation to support my claim.,American Express,IL,Postal mail,Closed with explanation,Yes,Yes,0
100201,2024-12-05,"Credit reporting, repair, or other",Credit bureau is not responding to my dispute letters regarding incorrect negative items. The company has not responded to my previous complaints.,Discover,TX,Email,In progress,Yes,No,0
